Time,Particle,Mass,PositionX,PositionY,VectorX,VectorY,AccelerationX,AccelerationY
0,44,9.11635e+12,31.2491,-188.655,88.7514,100.908,0,0
0,45,4.94934e+12,134.612,0.265417,-55.6503,0.492332,0,0
0,46,8.6504e+12,178.081,-98.345,9.10051,88.9153,0,0
0,47,5.41796e+12,-438.21,-455.943,244.959,-283.563,0,0
0,48,8.17268e+12,-100.29,720.559,-601.545,-155.096,0,0
0,49,5.75136e+12,-203.842,175.604,-137.663,-15.7759,0,0
0,50,8.51236e+12,781.801,448.914,-320.941,736.911,0,0
0,51,9.13061e+12,-505.136,-115.75,100.771,-342.449,0,0
0,52,2.2643e+12,778.489,-445.091,351.322,756.582,0,0
0,53,2.39475e+12,-33.8065,-44.5521,-0.245859,-1.54593,0,0
0,54,3.14795e+12,-250.212,-38.5164,43.0298,8.66959,0,0
0,55,1.3973e+12,481.155,-138.376,129.509,214.048,0,0
0,56,8.71506e+12,779.958,460.979,-372.738,780.931,0,0
0,57,6.94752e+12,-161.833,148.123,63.2219,-23.7999,0,0
0,58,5.96366e+12,57.2924,208.665,-108.141,9.25669,0,0
0,59,5.15347e+12,-120.768,-181.964,-17.5065,49.5734,0,0
0,60,3.11658e+12,47.0328,-438.17,281.006,-37.6363,0,0
0,61,4.45254e+12,-111.841,968.693,-1027.43,-186.001,0,0
0,62,2.80847e+12,609.778,3.40934,91.0793,407.77,0,0
0,63,6.68816e+12,290.269,47.0804,-19.2687,30.1987,0,0
0,64,4.03723e+12,-136.192,-895.207,890.589,-37.8342,0,0
0,65,1.21433e+12,151.632,29.6016,-75.5161,-21.4854,0,0
0,66,3.96296e+12,-49.5918,159.034,-105.749,52.3735,0,0
0,67,9.68877e+12,134.871,-256.379,124.802,-22.1561,0,0
0,68,7.92693e+12,427.73,493.356,-314.605,340.577,0,0
0,69,5.47442e+12,-213.21,-121.193,-1.43924,41.6964,0,0
0,70,2.51556e+12,-638.222,-23.5802,-67.8625,-488.13,0,0
0,71,8.57756e+12,225.556,-40.4807,-79.2065,64.0579,0,0
0,72,4.66595e+12,206.818,-212.368,111.937,153.711,0,0
0,73,3.00152e+12,-54.708,-603.745,395.035,-2.77356,0,0
0,74,5.99938e+12,-25.3899,-746.775,656.32,37.2511,0,0
0,75,9.40913e+12,-8.9267,-298.257,112.682,-24.4606,0,0
0,76,3.4422e+12,125.29,218.096,-139.002,-34.9676,0,0
0,77,9.70596e+12,680.906,-394.738,383.875,537.139,0,0
0,78,7.03596e+12,-63.7273,-14.9249,-21.8334,94.7851,0,0
0,79,7.31804e+12,12.948,121.168,9.76832,36.7833,0,0
0,80,9.1501e+12,78.9355,160.788,-119.668,-17.8627,0,0
0,81,1.67933e+12,362.715,-200.406,158.037,179.777,0,0
0,82,7.20678e+12,340.375,310.439,-193.207,226.598,0,0
0,83,6.63444e+12,-53.5781,154.351,10.5782,-68.1454,0,0
0,84,9.9165e+12,-278.066,-61.605,-15.5947,-61.0863,0,0
0,85,4.19724e+12,-574.655,3.09339,-87.8977,-396.825,0,0
0,86,7.83507e+12,-637.78,245.958,-199.717,-522.931,0,0
0,87,9.04105e+12,-14.1889,382.59,-198.634,-68.7865,0,0
0,88,7.06626e+12,-348.168,-572.882,459.828,-302.145,0,0
0,89,6.23556e+12,64.2327,457.201,-258.804,32.247,0,0
0,90,4.34471e+12,-760.868,-256.989,190.948,-693.646,0,0
0,91,3.60173e+12,-341.291,-231.964,161.679,-178.218,0,0
0,92,2.00249e+12,-154.791,203.645,31.8943,-5.02284,0,0
0,93,9.95399e+12,56.5878,-45.5031,-77.2578,-34.9392,0,0
0,94,9.22499e+12,220.418,565.015,-265.404,72.7789,0,0
0,95,7.27739e+12,-733.874,-169.062,145.318,-512.747,0,0
0,96,2.75678e+12,404.756,-298.363,149.5,247.631,0,0
0,97,2.58299e+12,599.679,-621.503,518.994,526.193,0,0
0,98,2.04333e+12,790.649,-192.112,102.146,633.821,0,0
0,99,9.8185e+12,-38.6175,49.9383,-52.8318,52.4371,0,0
0,100,5.09006e+12,-121.453,133.828,-53.6193,43.3181,0,0
0,101,7.93973e+12,-174.663,222.678,-115.952,-31.4663,0,0
0,102,6.39114e+12,29.4611,-368.373,130.619,-76.0402,0,0
0,103,7.18604e+12,452.704,-571.038,399.246,364.502,0,0
0,104,9.81582e+12,-289.471,-598.081,351.522,-113.774,0,0
0,105,4.52045e+12,283.199,-82.1666,-44.0102,59.6937,0,0
0,106,2.91066e+12,263.861,-222.128,94.3497,9.67534,0,0
0,107,1.58759e+12,324.493,-1.5127,-87.7874,186.24,0,0
0,108,8.87564e+12,-504.017,-194.403,185.165,-227.327,0,0
0,109,6.4965e+12,533.023,-182.095,42.8307,229.024,0,0
0,110,8.00435e+12,89.3053,-122.147,0.324313,84.2981,0,0
0,111,9.04733e+12,157.086,-100.939,-59.5937,2.02971,0,0
0,112,8.6586e+12,-12.4145,-82.0084,-34.0056,-5.15662,0,0
0,113,5.73154e+12,12.2818,-253.227,-8.91074,-63.241,0,0
0,114,5.87237e+12,301.819,319.375,-216.011,207.813,0,0
0,115,6.14451e+12,838.674,375.292,-325.372,746.364,0,0
0,116,5.48716e+12,-512.706,-557.773,458.809,-383.4,0,0
0,117,4.67753e+12,279.204,-675.145,407.433,213.675,0,0
0,118,4.88956e+12,-661.698,-76.4991,16.6566,-417.31,0,0
0,119,6.43129e+12,474.858,-411.131,289.794,386.397,0,0
0,120,1.68408e+12,-735.475,12.3497,-4.92815,-574.955,0,0
0,121,6.42622e+12,-224.625,-107.868,100.849,6.76321,0,0
0,122,5.40202e+12,-112.364,67.5629,38.6373,30.3923,0,0
0,123,4.09563e+12,11.5442,12.9691,-53.6845,53.4419,0,0
0,124,3.42805e+12,-235.295,110.602,-104.992,5.62755,0,0
0,125,4.28372e+12,644.167,-42.1535,-57.9786,506.531,0,0
0,126,8.53211e+12,472.211,101.878,47.3629,231.854,0,0
0,127,8.12319e+12,492.132,-230.605,133.728,345.976,0,0
0,128,5.47185e+12,-182.575,-256.698,3.70276,-113.736,0,0
0,129,4.20778e+12,-496.253,651.142,-531.791,-439.286,0,0
0,130,6.11353e+12,-580.238,805.51,-875.628,-616.541,0,0
0,131,4.46501e+12,-169.468,-36.8071,-39.6199,-65.0769,0,0
0,132,1.34533e+12,-805.681,58.696,-79.4251,-714.704,0,0
0,133,6.65068e+12,-542.48,-299.497,100.14,-253.672,0,0
0,134,5.65762e+12,81.8995,187.416,-21.8109,-58.5119,0,0
0,135,9.43173e+12,-440.96,208.628,-86.9315,-271.311,0,0
0,136,7.35246e+12,105.277,-176.358,68.109,-3.02315,0,0
0,137,4.80808e+12,-183.554,282.373,-166.764,5.22083,0,0
0,138,9.88071e+12,141.809,117.836,-114.583,85.4615,0,0
0,139,6.25159e+12,80.9357,-828.108,781.174,-25.8676,0,0
0,140,5.17629e+12,455.987,512.964,-382.283,323.199,0,0
0,141,5.4352e+12,-84.8044,41.8521,3.18419,77.1615,0,0
0,142,6.37298e+12,-16.1743,-978.181,948.138,31.4747,0,0
0,143,6.76057e+12,-734.879,-107.031,151.8,-550.387,0,0
0,144,9.33128e+12,604.251,466.954,-345.974,530.044,0,0
0,145,1.4894e+12,-94.0877,-110.642,-37.0154,-112.426,0,0
0,146,1.21772e+12,-54.647,-16.8495,83.6912,-43.5985,0,0
0,147,4.97835e+12,281.6,126.444,-45.4412,103.288,0,0
0,148,5.86836e+12,3.32791,168.555,-34.3727,-10.364,0,0
0,149,7.50861e+12,-492.778,441.032,-361.015,-240.446,0,0
0,150,9.7596e+12,-161.428,-14.4646,2.53516,-13.3178,0,0
0,151,6.34037e+12,19.1801,-363.025,182.687,-15.4619,0,0
0,152,6.60879e+12,-665.797,498.449,-434.41,-629.186,0,0
0,153,6.99516e+12,-119.556,63.5288,-15.0202,37.3531,0,0
0,154,3.60742e+12,698.326,113.185,-65.3218,583.032,0,0
0,155,3.98961e+12,-583.068,-478.883,366.229,-429.459,0,0
0,156,5.9818e+12,516.941,-313.772,136.723,358.27,0,0
0,157,4.47578e+12,274.422,309.117,-206.866,96.0935,0,0
0,158,4.30066e+12,-119.708,-219.532,106.356,-69.7908,0,0
0,159,4.24367e+12,101.901,-138.904,110.052,21.5788,0,0
0,160,3.83391e+12,-164.385,-219.058,20.628,-63.9891,0,0
0,161,8.22971e+12,-7.2559,142.521,-14.2148,-38.0769,0,0
0,162,5.96711e+12,769.778,-338.04,217.648,734.581,0,0
0,163,7.57171e+12,-438.214,856.958,-808.865,-409.604,0,0
0,164,5.18215e+12,-28.0258,-129.498,11.9406,-100.622,0,0
0,165,4.23608e+12,-421.26,24.1723,-75.0354,-199.285,0,0
0,166,2.94131e+12,275.257,220.505,-124.469,51.07,0,0
0,167,7.52397e+12,183.765,-45.8696,51.9989,15.195,0,0
0,168,1.12725e+12,-463.959,-223.077,20.2683,-265.506,0,0
0,169,1.10733e+12,-554.196,-298.069,253.462,-437.616,0,0
0,170,6.11533e+12,268.879,-757.283,599.011,140.822,0,0
0,171,2.53736e+12,208.592,-48.1512,91.031,-42.3818,0,0
0,172,9.5898e+12,-248.275,7.52262,94.3101,-133.101,0,0
0,173,8.60914e+12,-39.3189,176.49,35.8858,-77.3121,0,0
0,174,5.79453e+12,654.725,569.697,-428.759,521.808,0,0
0,175,6.40648e+12,-240.107,-177.967,91.0204,-41.9045,0,0
0,176,6.83847e+12,-767.65,-446.076,311.191,-607.413,0,0
0,177,3.13877e+12,117.401,448.259,-160.271,-27.0092,0,0
0,178,5.32578e+12,-433.804,853.609,-758.644,-484.83,0,0
0,179,2.84568e+12,-107.083,-425.333,216.318,-139.774,0,0
0,180,8.67995e+12,73.2607,-994.738,1027.09,0.186487,0,0
0,181,2.05958e+12,-250.934,121.295,-18.5025,-9.60738,0,0
0,182,4.02526e+12,-285.023,-440.151,272.504,-236.115,0,0
0,183,5.6996e+12,204.096,-281.746,126.946,-17.1709,0,0
0,184,8.98958e+12,94.7324,-550.165,329.672,36.7748,0,0
0,185,8.52097e+12,491.234,-25.0649,79.8467,266.528,0,0
0,186,8.84884e+12,407.327,203.888,-106.45,85.5464,0,0
0,187,1.07836e+12,-165.503,-101.702,-65.6543,-81.3702,0,0
0,188,7.85635e+12,273.281,305.436,-109.303,39.2458,0,0
0,189,4.10059e+12,-195.883,304.507,-75.3982,-82.5037,0,0
0,190,3.73645e+12,808.791,-51.8005,103.533,644.929,0,0
0,191,3.7013e+12,158.617,-401.181,120.435,6.06096,0,0
0,192,8.39807e+12,-623.833,-356.478,156.631,-516.863,0,0
0,193,7.77279e+12,12.7411,-90.0267,-12.7028,-19.923,0,0
0,194,1.01555e+12,192.68,-16.6696,-37.6204,48.0691,0,0
0,195,7.97564e+12,-207.437,516.157,-231.915,-81.1526,0,0
0,196,2.52597e+12,-162.034,312.579,-12.8373,20.7393,0,0
0,197,2.04939e+12,166.321,108.797,31.5308,-56.1783,0,0
0,198,1.3008e+12,-3.76817,-183.324,100.393,58.2714,0,0
0,199,5.4344e+12,-38.0126,874.234,-716.995,-115.635,0,0
0,200,3.8129e+12,-170.87,-859.935,725.103,-194.909,0,0
0,201,1.7163e+12,-525.864,228.588,-132.139,-299.814,0,0
0,202,5.66528e+12,251.533,200.364,14.2715,100.742,0,0
0,203,6.25348e+12,29.6067,-36.9016,-45.3605,69.298,0,0
0,204,6.01982e+12,-613.659,-319.531,195.586,-403.838,0,0
0,205,1.53949e+12,20.0949,-131.62,-53.7973,12.6246,0,0
0,206,2.89209e+12,-735.427,-586.515,629.683,-727.721,0,0
0,207,3.63286e+12,152.339,57.7874,79.9644,-0.342062,0,0
0,208,1.87796e+12,-491.753,-75.3658,106.316,-174.483,0,0
0,209,7.46724e+12,-56.6442,-501.594,301.886,-108.334,0,0
0,210,6.80717e+12,926.392,28.1337,-19.9701,770.039,0,0
0,211,1.97538e+12,342.628,534.908,-364.476,218.446,0,0
0,212,9.49679e+12,495.563,-156.585,68.2288,251.565,0,0
0,213,7.48617e+12,-64.4041,741.909,-518.373,30.2232,0,0
0,214,9.34333e+12,453.705,343.715,-293.987,343.099,0,0
0,215,7.88883e+12,-165.409,-18.2707,11.6595,-60.6544,0,0
0,216,4.71081e+12,-138.69,-665.463,412.327,-80.2388,0,0
0,217,2.76313e+12,-428.84,594.509,-375.522,-257.22,0,0
0,218,6.55104e+12,-324.286,166.227,6.51105,-24.8756,0,0
0,219,4.57246e+12,54.8858,24.4256,-32.668,32.7002,0,0
0,220,5.60291e+12,17.0919,9.05564,67.1273,24.4897,0,0
0,221,1.35791e+12,11.9386,21.1579,-1.33185,38.5137,0,0
0,222,6.11813e+12,232.06,11.3241,-68.7947,93.9933,0,0
0,223,7.68921e+12,-268.524,-9.54333,25.8907,8.38064,0,0
0,224,5.3744e+12,-225.608,-763.479,542.975,-95.0463,0,0
0,225,3.5333e+12,-383.153,-799.937,673.736,-257.475,0,0
0,226,8.32943e+12,167.917,-104.467,76.4492,1.64349,0,0
0,227,2.47679e+12,-266.707,871.105,-825.414,-332.927,0,0
0,228,3.39782e+12,764.882,-224.428,200.723,545.065,0,0
0,229,7.1321e+12,624.303,-722.166,695.623,620.09,0,0
0,230,7.76782e+12,333.777,465.399,-179.408,170.313,0,0
0,231,4.13672e+12,252.561,-336.994,95.9166,169.312,0,0
0,232,4.33981e+12,-868.991,428.219,-365.645,-764.77,0,0
0,233,1.15966e+12,-90.2826,-206.945,51.5702,67.8398,0,0
0,234,9.0818e+12,11.8051,75.2793,49.3916,-78.2084,0,0
0,235,1.67517e+12,-58.6624,452.447,-152.129,37.4087,0,0
0,236,8.6747e+12,-135.217,-498.926,348.72,22.5892,0,0
0,237,7.70792e+12,-286.508,-79.2201,-26.1844,-172.803,0,0
0,238,1.04599e+12,-64.6911,134.054,-44.1916,4.91717,0,0
0,239,3.4735e+12,471.581,602.114,-396.827,441.556,0,0
0,240,5.55173e+12,-154.524,416.317,-131.192,-77.1478,0,0
0,241,5.11393e+12,-176.522,414.483,-266.395,-86.6963,0,0
0,242,1.20386e+12,93.1051,195.229,-70.9198,104.829,0,0
0,243,7.57473e+12,-176.549,-101.897,16.2906,-49.877,0,0
0,244,5.97129e+12,2.00696,348.237,-116.198,52.1748,0,0
0,245,1.81034e+12,179.863,379.939,-227.666,-1.80816,0,0
0,246,3.38466e+12,155.481,343.466,-157.881,136.783,0,0
0,247,4.24654e+12,319.865,-35.5181,102.616,47.008,0,0
0,248,7.99883e+12,142.101,-74.076,-32.7782,-32.5278,0,0
0,249,7.09202e+12,191.593,-162.543,92.9575,-2.71547,0,0
0,250,8.06439e+12,150.472,-379.266,219.102,123.363,0,0
0,251,1.57044e+12,-329.378,-419.417,264.365,-189.388,0,0
0,252,8.75388e+12,924.194,-68.9176,-1.50392,822.27,0,0
0,253,6.26002e+12,-120.162,147.252,24.9591,-94.9603,0,0
0,254,7.80041e+12,674.175,-208.218,60.8256,431.412,0,0
0,255,6.54136e+12,34.6849,6.01166,48.2588,-87.2001,0,0
0,256,7.84497e+12,201.443,325.596,-55.2236,29.2775,0,0
0,257,5.20404e+12,26.3352,-504.882,290.719,110.608,0,0
0,258,2.16801e+12,115.696,-65.5155,89.7486,-13.5083,0,0
0,259,2.9073e+12,35.326,-323.909,201.131,22.4167,0,0
0,260,3.9851e+12,-138.372,411.852,-87.4345,-142.046,0,0
0,261,9.37678e+12,597.786,88.7242,-23.7757,300.467,0,0
0,262,3.23799e+12,-143.166,140.233,-125.929,-23.233,0,0
0,263,2.17074e+12,-63.7801,451.587,-268.065,60.8569,0,0
0,264,5.47195e+12,-38.2905,67.9765,85.533,-37.5,0,0
0,265,3.51804e+12,-302.576,-3.23433,96.5031,-131.398,0,0
0,266,8.97473e+12,-681.442,-251.946,253.43,-461.993,0,0
0,267,3.5389e+12,-13.1313,-244.496,103.725,-6.47536,0,0
0,268,5.19907e+12,-51.715,436.209,-145.107,-112.353,0,0
0,269,2.22898e+12,583.652,-120.64,60.8941,375.198,0,0
0,270,5.03367e+12,256.226,176.53,-11.2008,175.749,0,0
0,271,7.35773e+12,27.0494,789.482,-634.239,71.7155,0,0
0,272,6.20087e+12,-592.81,273.571,-276.558,-310.497,0,0
0,273,1.99113e+12,676.392,-249.14,234.055,546.716,0,0
0,274,8.47013e+12,-79.1726,55.66,-25.6949,-12.9752,0,0
0,275,1.81867e+12,-137.72,156.626,-21.3022,-58.9905,0,0
0,276,1.2182e+12,-230.879,821.769,-741.667,-211.568,0,0
0,277,8.73075e+12,304.723,-497.455,295.033,150.66,0,0
0,278,1.57637e+12,117.376,16.828,43.1062,39.9292,0,0
0,279,7.14192e+12,48.149,-61.0806,20.0691,-9.26455,0,0
0,280,3.57405e+12,723.561,-21.8456,-81.6156,605.785,0,0
0,281,8.07845e+12,319.726,-885.774,810.599,335.307,0,0
0,282,7.25322e+12,102.132,431.362,-246.287,44.7065,0,0
0,283,7.48327e+12,-177.706,-8.39278,-59.1638,4.28501,0,0
0,284,9.12113e+12,323.282,726.958,-585.973,317.455,0,0
0,285,1.87714e+12,-347.543,564.012,-384.934,-149.865,0,0
0,286,4.34656e+12,-89.2849,72.0901,-70.1225,-4.23645,0,0
0,287,7.2708e+12,191.068,17.9416,72.736,68.5924,0,0
0,288,8.93681e+12,-265.717,-261.888,101.946,-153.302,0,0
0,289,1.10651e+12,-2.8758,-269.116,148.012,19.9567,0,0
0,290,3.57426e+12,508.743,-590.426,439.06,346.642,0,0
0,291,7.90546e+12,-212.031,605.86,-397.441,-204.871,0,0
0,292,1.19932e+12,-119.231,51.6107,91.5506,-63.8659,0,0
0,293,9.56179e+12,-26.0312,14.3285,-79.9726,94.5409,0,0
0,294,6.13358e+12,-538.134,-106.436,83.6321,-272.015,0,0
0,295,6.15998e+12,356.772,-178.08,24.8167,133.708,0,0
0,296,5.04638e+12,201.973,-179.642,117.62,-10.6162,0,0
0,297,3.59306e+12,-378.786,8.48302,-68.3686,-97.1217,0,0
0,298,2.91666e+12,428.994,-128.511,68.609,224.614,0,0
0,299,6.47944e+12,-352.037,-135.344,-44.7331,-70.2927,0,0
0,300,3.14993e+12,-51.949,-247.906,107.797,-110.969,0,0
0,301,4.94929e+12,-140.585,7.55181,9.12375,58.6742,0,0
0,302,7.27483e+12,-19.9061,481.548,-213.635,-39.2493,0,0
0,303,4.72746e+12,-157.625,35.5462,-16.7091,-97.4494,0,0
0,304,5.09001e+12,618.522,-191.017,177.913,401.959,0,0
0,305,3.81305e+12,197.42,637.775,-374.709,104.874,0,0
0,306,1.40925e+12,-685.296,262.418,-211.754,-451.376,0,0
0,307,1.00613e+12,123.849,179.05,25.7646,74.1809,0,0
0,308,8.93109e+12,161.008,-513.435,280.104,-2.03162,0,0
0,309,3.23531e+12,441.485,-201.817,27.8419,295.121,0,0
0,310,8.80628e+12,172.006,-80.8492,-73.4911,99.8312,0,0
0,311,1.27156e+12,-200.147,51.7032,-109.701,-71.4478,0,0
0,312,4.5972e+12,-378.394,-534.871,278.759,-152.201,0,0
0,313,2.34917e+12,-672.007,-36.9108,-22.5196,-434.186,0,0
0,314,9.02538e+12,631.941,294.948,-205.681,449.752,0,0
0,315,5.10039e+12,516.003,410.787,-298.264,438.158,0,0
0,316,8.28732e+12,-97.9315,600.298,-461.443,-130.706,0,0
0,317,7.84327e+12,-755.364,193.611,-57.0984,-583.759,0,0
0,318,2.88185e+12,354.75,117.347,23.0933,126.39,0,0
0,319,7.27089e+12,96.7589,32.7584,-93.3191,-55.3512,0,0
0,320,4.26102e+12,485.631,37.3594,13.6838,303.683,0,0
0,321,2.13002e+12,-58.4613,491.814,-231.247,31.3279,0,0
0,322,3.02306e+12,-30.4124,-275.542,-0.347842,-74.7393,0,0
0,323,6.34929e+12,383.842,-140.639,111.239,113.291,0,0
0,324,1.07663e+12,-597.704,236.863,-75.306,-338.17,0,0
0,325,8.95728e+12,-417.362,678.456,-511.491,-321.169,0,0
0,326,8.61542e+12,266.336,529.943,-300.905,200.512,0,0
0,327,7.39785e+12,-734.52,-331.684,261.262,-541.281,0,0
0,328,1.13191e+12,723.65,265.105,-300.798,562.286,0,0
0,329,6.06596e+12,-515.718,841.003,-871.07,-436.91,0,0
0,330,4.10185e+12,-188.022,10.3846,-3.01964,-21.5132,0,0
0,331,7.30003e+12,-14.147,-202.048,-56.0849,59.7435,0,0
0,332,4.03276e+12,5.62564,49.2863,9.62482,-14.7653,0,0
0,333,4.71158e+12,-358.818,8.98416,-55.173,-197.31,0,0
0,334,6.38558e+12,68.2841,319.689,-85.8934,96.3707,0,0
0,335,4.57333e+12,211.417,6.9405,92.7127,75.8752,0,0
0,336,4.49354e+12,-722.356,491.985,-411.624,-725.185,0,0
0,337,9.89183e+12,-27.0768,0.0982662,-22.1533,52.7372,0,0
0,338,9.64148e+12,-709.859,41.4278,-113.514,-507.918,0,0
0,339,3.39579e+12,-173.174,-184.567,31.2542,54.4213,0,0
0,340,1.992e+12,300.728,-550.511,442.879,121.074,0,0
0,341,6.19588e+12,82.8214,88.9378,-62.5025,-8.91167,0,0
0,342,2.62127e+12,-34.3551,310.223,-19.3241,-103.607,0,0
0,343,6.74292e+12,177.857,-109.156,16.3002,8.16315,0,0
0,344,5.9555e+12,-420.424,-328.226,226.096,-255.636,0,0
0,345,6.65306e+12,101.359,-208.983,-19.6896,-22.1706,0,0
0,346,1.14212e+12,-45.3578,-322.412,14.6334,54.8486,0,0
0,347,4.71928e+12,795.844,64.0178,29.9063,591.782,0,0
0,348,1.087e+12,142.479,482.643,-171.323,43.4641,0,0
0,349,5.84876e+12,-392.628,-91.4472,-30.0261,-68.6399,0,0
0,350,5.19186e+12,305.692,210.966,-102.063,57.0557,0,0
0,351,8.77216e+12,380.698,-646.597,581.167,189.326,0,0
0,352,9.77873e+12,254.597,-49.0994,49.9515,68.6127,0,0
0,353,7.21471e+12,-620.359,-267.53,123.006,-339.642,0,0
0,354,4.51534e+12,-207.776,-121.353,-31.2781,-68.3429,0,0
0,355,3.29576e+12,-284.005,-293.592,164.547,-210.712,0,0
0,356,2.92604e+12,-165.317,829.688,-704.808,-110.13,0,0
0,357,4.84172e+12,649.431,-336.137,284.175,566.516,0,0
0,358,6.34987e+12,-179.221,316.889,-21.7728,-137.77,0,0
0,359,5.5614e+12,84.9627,18.8055,-52.5022,89.2344,0,0
0,360,2.57325e+12,-0.07219,139.247,66.3701,-5.45297,0,0
0,361,1.03919e+12,-47.295,257.53,29.7028,-64.4663,0,0
0,362,1.9735e+12,142.398,544.195,-221.521,112.819,0,0
0,363,9.25161e+12,355.804,347.308,-96.4962,92.7325,0,0
0,364,3.08273e+12,-62.2255,-60.512,-52.2162,-104.908,0,0
0,365,1.98084e+12,641.533,733.676,-732.991,633.773,0,0
0,366,2.12614e+12,-171.506,330.045,-186.401,11.0718,0,0
0,367,3.87613e+12,179.882,77.2769,2.75825,128.961,0,0
0,368,9.84021e+12,-62.6217,-78.9933,36.1416,-50.0039,0,0
0,369,9.36768e+12,-298.633,-101.367,60.586,-66.3756,0,0
0,370,5.93101e+12,82.9729,267.624,-128.502,59.4688,0,0
0,371,8.48834e+12,390.652,247.855,-211.559,88.365,0,0
0,372,6.38969e+12,43.0113,582.185,-432.821,113.874,0,0
0,373,8.68774e+12,-826.672,-533.803,608.022,-815.405,0,0
0,374,9.7764e+12,146.412,226.776,-18.0425,64.3693,0,0
0,375,3.74471e+12,52.0114,-92.8129,-0.346508,14.6801,0,0
0,376,1.53658e+12,-358.521,-429.896,273.565,-157.499,0,0
0,377,7.10962e+12,-123.367,-150.701,-41.303,-98.6189,0,0
0,378,1.02052e+12,-869.237,18.9309,40.1971,-847.524,0,0
0,379,1.94391e+12,308.676,396.857,-255.555,111.324,0,0
0,380,3.31129e+12,512.76,128.813,-130.491,267.341,0,0
0,381,5.94079e+12,469.408,195.405,-193.17,144.602,0,0
0,382,7.9099e+12,-30.7126,45.9611,89.1693,60.2745,0,0
0,383,1.7185e+12,9.47882,-208.181,-24.9312,-1.32229,0,0
0,384,5.4135e+12,-55.003,139.35,64.2388,0.146711,0,0
0,385,7.51175e+12,-351.079,-24.7751,-24.1388,-105.127,0,0
0,386,9.18163e+12,24.9262,340.84,-36.994,-6.7379,0,0
0,387,6.58589e+12,2.04592,385.146,-90.1366,-90.3199,0,0
0,388,1.78127e+12,-797.154,-525.826,578.873,-787.448,0,0
0,389,1.10935e+12,-108.199,-63.5089,98.4454,-104.539,0,0
0,390,7.46194e+12,149.045,-115.791,102.886,-69.1505,0,0
0,391,7.05417e+12,-767.033,469.59,-354.678,-725.241,0,0
0,392,6.25461e+12,154.135,78.4163,0.997761,66.8687,0,0
0,393,1.78805e+12,-767.657,407.934,-351.937,-663.288,0,0
